,SDS_CODE,SDS_KT,SDS_NR,SDS_NAME,BFS_CODE,COORD_X,COORD_Y,LAT,LONG,POPS2018,1022_sechs,1045_Donnstig,1054_1055_Rucken,1074_Kase,1095_Schnee,1105_Eis,1107_Mause,1160_Apfel,2027_Besen,2097_trinken,2147_folgen,3008_gelaufen,3056_gehen_1sg,4071_Schluckauf
470,WS13,WS,13,Visperterminen,6298,635800,123100,46.25837,7.90293,1345,c_ä_übof,NA,c_i,c_e_geschl,c_e_neutr,c_ii,c_üü,c_e,c_kurz,c_Lch,c_l,c_gluffe,c_gaa,c_higg
471,WS14,WS,14,Torbel,6296,631800,120800,46.23789,7.8509,481,c_ä_übof,NA,c_i,c_e_geschl / c_è_neutr,c_e_neutr,c_ii,c_üü,c_e,c_kurz / c_halblang,c_Lh,c_l,c_gluffe,c_gaa,c_higg
472,WS15,WS,15,Staldenried,6294,634200,119900,46.22967,7.88194,537,c_ä_übof,NA,c_i,c_e_geschl,c_e_neutr,c_ii,c_üü,c_e,c_kurz / c_halblang,c_Lh,c_l,c_gluffe,c_gaa,c_higg
473,WS16,WS,16,Grachen,6285,630900,116000,46.19475,7.83891,1251,c_ä_übof,NA,c_i,c_e_geschl,c_e_neutr,c_ii,c_üü,c_e,c_kurz,c_Lch,c_l,c_glüffe,c_gaa,c_higg
474,WS17,WS,17,St_Niklaus,6292,628100,113900,46.17598,7.80251,2239,c_ä_übof,NA,c_i,c_e_geschl,c_e_neutr,c_ii,c_üü,c_e,c_kurz / c_halblang / c_lang,c_Lh,c_l,c_gluffe / c_glüffe,c_gaa,c_higg
475,WS18,WS,18,Randa,6287,626800,105600,46.10137,7.78521,435,c_ä_übof,NA,c_i,c_e_geschl,c_e_neutr,c_ii,c_üü,c_e,c_kurz / c_halblang / c_lang,c_Lch,c_l,c_gluffe / c_glüffe,c_gaa,c_higg
476,WS19,WS,19,Tasch,6295,626300,101800,46.06721,7.77853,1322,c_ä_übof,NA,c_i,c_e_geschl,c_e_neutr,c_ii,c_üü,c_e,c_kurz / c_halblang / c_lang,c_Lch,c_l,c_glüffe,c_gaa,c_higg
477,WS20,WS,20,Zermatt,6300,623900,96500,46.01962,7.74724,5758,c_ä_übof,NA,c_i,c_e_geschl,NA,c_ii,c_üü,c_e,c_lang,c_Lch,c_l,c_gluffe,c_gaa,c_higg
478,WS21,WS,21,Saas_Grund,6291,638600,108100,46.12329,7.938,1000,c_ä_übof,NA,c_i,c_e_geschl,c_e_neutr,c_ii,c_üü,c_e,c_halblang,c_Lh,c_l,c_gluffe,c_gaa,c_higg
479,WS22,WS,22,Mund,6006,638800,129500,46.31578,7.94237,544,c_ä_übof,NA,c_i,c_ä_übof,c_e_neutr,c_ii,c_üü,c_e,c_kurz,c_Lch,c_l,c_gluffe,c_gaa,c_higg
480,WS23,WS,23,Gamsen,6002,641000,126800,46.29136,7.97069,13058,c_ä_übof,c_o,c_i,c_ä_übof,c_e_neutr,c_ii,c_üü,c_e,c_kurz,c_Lch,c_l,c_gluffe,c_gaa,c_higg
481,WS24,WS,24,Brig_Ried,6008,644500,129500,46.31543,8.01636,2115,c_ä_übof,c_o,c_i,c_ä_übof,c_e_geschl / c_e_neutr,c_ii,c_üü,c_e,c_kurz,c_Lch,c_l,c_gluffe,c_gaa,c_higg
482,WS25,WS,25,Simplon_Dorf,6009,647700,116200,46.19557,8.05655,305,c_ä_übof,NA,c_i,c_è_neutr,c_e_geschl / c_e_neutr,c_ii,c_üü,c_e,c_kurz,c_Lch,c_l,c_gluffe / c_glüffe,c_gaa,c_higg
483,WS26,WS,26,Morel,6179,646700,134000,46.35575,8.04538,527,c_ä_übof,c_o,c_i,c_ä_übof,c_e_neutr,c_ii,c_üü,c_e,c_kurz,c_Lch,c_l,c_gluffe,c_gaa,c_higg
484,WS27,WS,27,Betten,6171,648600,136300,46.37631,8.0703,423,c_ä_übof,NA,c_i,c_ä_übof,c_e_neutr,c_ii,c_üü,c_e,c_kurz,c_Lch,c_l,c_glüffe,c_gaa,c_higg
485,WS28,WS,28,Lax,6061,652400,137700,46.38862,8.11985,309,c_ä_übof,c_o,c_i,c_ä_übof,c_e_neutr,c_ii,c_üü,c_e,c_kurz,c_Lch,c_u,c_gluffe,c_gaa,c_higg
486,WS29,WS,29,Ernen,6056,654300,138800,46.39836,8.14467,492,c_ä_übof,NA,c_i,c_ä_übof,c_e_neutr,c_ii,c_üü,c_e,c_kurz,c_Lch,c_u,c_gluffe,c_gaa,c_higg
487,WS30,WS,30,Binn,6054,657300,135000,46.36393,8.18321,142,NA,NA,c_i,NA,c_e_neutr,c_ii,c_üü,c_e,c_kurz,c_Lch,c_u,c_glüffe,c_gaa,NA
488,WS31,WS,31,Niederwald,6064,657700,143000,46.43586,8.1894,45,c_ä_übof,NA,c_i,c_ä_übof,c_e_neutr,c_ii,c_üü,c_e,c_kurz,c_Lch,NA,c_gluffe / c_glüffe,c_gaa,c_higg
489,WS32,WS,32,Reckingen,6075,661800,146800,46.46967,8.24325,405,c_ä_übof,NA,c_i,c_ä_übof,c_e_neutr,c_ii,c_üü,c_e,c_kurz,c_Lch,c_l,c_gluffe,c_gaa,c_higg
490,WS33,WS,33,Geschinen,6074,664800,149400,46.49278,8.28267,64,c_ä_übof,NA,c_i,c_ä_übof,c_e_neutr,c_ii,c_üü,c_e,c_kurz,c_Lch,c_l,c_gluffe,c_gaa,c_higg
491,WS34,WS,34,Oberwald,6066,669900,154000,46.53364,8.34979,277,c_ä_übof,c_o,c_i,c_ä_übof,c_e_neutr,c_ii,c_üü,c_e,c_kurz,c_Lch,c_l,c_gluffe,c_gange,c_higg
492,ZG1,ZG,1,Hunenberg,1703,674900,225200,47.17351,8.42664,8808,c_ä_übof,c_o,c_ü,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_glaufe / c_gloffe,c_goo,c_higg
493,ZG2,ZG,2,Risch,1707,677900,221000,47.13539,8.46549,10862,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_higg
494,ZG3,ZG,3,Steinhausen,1708,679300,227900,47.19729,8.48515,10026,c_ä_übof,c_o,c_ü,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_glaufe,c_goo,c_higg
495,ZG4,ZG,4,Baar,1701,682600,227800,47.19598,8.52868,24468,c_ä_übof,c_o,c_u,,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_glaufe,c_gaa,c_higg
496,ZG5,ZG,5,Zug,1711,681800,224700,47.1682,8.51756,30542,c_ä_übof,c_o,c_u,c_ä_übof,c_e_geschl / c_ei,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_glaufe / c_gloffe,c_goo,c_higg
497,ZG6,ZG,6,Walchwil,1710,681700,217200,47.10076,8.51489,3663,c_ä_übof,c_o,c_ü,c_ä_übof,c_ei,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_gaa,c_higg
498,ZG7,ZG,7,Oberageri,1706,686400,221800,47.14153,8.57767,6081,c_ä_übof,c_o,c_ü,c_ä_übof,c_ei,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,NA,c_gaa,c_higg
499,ZG8,ZG,8,Menzingen,1704,687300,226000,47.17919,8.59035,4539,c_ä_übof,c_o,c_u,c_ä_übof,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
500,ZH1,ZH,1,Wasterkingen,70,677800,271600,47.59048,8.47296,560,c_è_neutr,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_goo,c_higg
501,ZH2,ZH,2,Eglisau,55,681600,271600,47.59002,8.52347,5217,c_è_neutr,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_goo,c_higg
502,ZH3,ZH,3,Rafz,67,682600,274100,47.61237,8.53723,4576,c_è_neutr,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_guu,c_higg
503,ZH4,ZH,4,Flaach,28,688000,270100,47.5757,8.60825,1414,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_goo,c_higg
504,ZH5,ZH,5,Uhwiesen,34,689800,280600,47.66988,8.63429,1709,c_e_geschl,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_gange,c_higg
505,ZH6,ZH,6,Marthalen,35,690900,275700,47.62566,8.64793,1908,c_è_neutr,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_goo,c_higg
506,ZH7,ZH,7,Kleinandelfingen,33,693600,272800,47.59921,8.68323,2109,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_goo,c_higg
507,ZH8,ZH,8,Trullikon,40,694300,277100,47.63777,8.69345,1066,c_è_neutr,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_goo,c_higg
508,ZH9,ZH,9,Unterstammheim,42,701600,277400,47.63938,8.79064,928,c_è_neutr,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_goo,c_higg
509,ZH10,ZH,10,Ellikon,218,704300,269000,47.56342,8.82459,901,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl / c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_goo,c_higg
510,ZH11,ZH,11,Niederweningen,91,670700,262000,47.50495,8.37705,3053,c_ä_übof,NA,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_gaa,c_higg
511,ZH12,ZH,12,Weiach,102,675200,267800,47.55661,8.43775,1810,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_gaa,c_higg
512,ZH13,ZH,13,Stadel,100,677500,264700,47.52846,8.46777,2289,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_gaa,c_higg
513,ZH14,ZH,14,Niederglatt,89,680300,260600,47.49125,8.50421,4954,c_a_hell,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_gaa,c_higg
514,ZH15,ZH,15,Glattfelden,58,680000,268000,47.55784,8.50155,5200,c_è_neutr,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_gaa,c_higg
515,ZH16,ZH,16,Bulach,53,683000,263700,47.5188,8.54061,20447,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_gaa,c_higg
516,ZH17,ZH,17,Embrach,56,687100,262000,47.50298,8.5947,9440,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_gaa,c_higg
517,ZH18,ZH,18,Neftenbach,223,692500,264900,47.52832,8.66697,5679,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_gaa,c_higg
518,ZH19,ZH,19,Henggart,31,693600,268700,47.56234,8.68237,2239,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_gaa,c_higg
519,ZH20,ZH,20,Seuzach,227,697400,265800,47.53571,8.73222,7342,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_gaa,c_higg
520,ZH21,ZH,21,Winterthur,230,697200,261700,47.49887,8.72867,111851,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_gaa,c_higg
521,ZH22,ZH,22,Gundetswil_Stegen,212,703600,264900,47.52666,8.81434,422,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_goo,c_higg
522,ZH23,ZH,23,Elgg,217,707700,260900,47.49004,8.8678,4903,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_gaa,c_higg
523,ZH24,ZH,24,Otelfingen,94,671500,257200,47.46169,8.3869,2939,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_gaa,c_higg
524,ZH25,ZH,25,Weiningen,251,675200,252600,47.41991,8.43519,4832,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
525,ZH26,ZH,26,Regensberg,95,675400,259600,47.48284,8.43902,485,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_gaa,c_higg
526,ZH27,ZH,27,Rumlang,97,682400,256200,47.45142,8.53126,8172,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_gaa,c_higg
527,ZH28,ZH,28,Bassersdorf,52,689800,255500,47.44416,8.62923,11687,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_goo,c_higg
528,ZH29,ZH,29,Brutten,213,693100,258700,47.47248,8.67364,2010,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_gaa,c_higg
529,ZH30,ZH,30,Unterillnau,174,696000,253000,47.4208,8.71088,17068,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz / c_lang,c_nk,c_l,c_gloffe,c_goo,c_higg
530,ZH31,ZH,31,Weisslingen,180,700000,254300,47.4319,8.76417,3384,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_goo,c_higg
531,ZH32,ZH,32,Schlatt,226,704700,258400,47.46804,8.82742,769,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_gaa,c_higg
532,ZH33,ZH,33,Turbenthal,228,706100,255000,47.43724,8.84517,4900,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_gaa,c_higg
533,ZH34,ZH,34,Urdorf,250,674400,248400,47.38223,8.42389,9848,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
534,ZH35,ZH,35,Birmensdorf,242,675500,245400,47.35512,8.43795,6519,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_halblang / c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
535,ZH36,ZH,36,Stallikon,13,679500,242100,47.32497,8.4903,3680,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
536,ZH37,ZH,37,Zurich,261,683100,247100,47.3695,8.53885,415367,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz / c_halblang / c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
537,ZH38,ZH,38,Zurich_Schwamendingen,261,685600,251000,47.40425,8.57269,0,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_gaa,c_higg
538,ZH39,ZH,39,Fallanden,193,690700,247300,47.37029,8.63949,8672,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
539,ZH40,ZH,40,Maur,195,693000,244000,47.3403,8.66926,10215,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
540,ZH41,ZH,41,Volketswil,199,694800,249500,47.3895,8.69423,18669,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_higg
541,ZH42,ZH,42,Uster_Nanikon,198,696700,245000,47.34876,8.71842,34722,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_halblang / c_lang,c_nk,c_l,c_gloffe,c_goo,c_higg
542,ZH43,ZH,43,Russikon,178,701000,250200,47.39488,8.77649,4370,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz / c_lang,c_nk,c_l,c_gloffe,c_goo,c_higg
543,ZH44,ZH,44,Pfaffikon_Irgenhausen,177,701700,246900,47.36509,8.78501,11935,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz / c_lang,c_nk,c_l,c_gloffe,c_goo,c_higg
544,ZH45,ZH,45,Baretswil,111,707200,243800,47.33634,8.85707,5029,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz / c_lang,c_nk,c_l,c_glaufe / c_gloffe,c_goo,c_higg
545,ZH46,ZH,46,Bauma_Saland,171,708700,247300,47.36757,8.87776,4965,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_glaufe / c_gloffe,c_goo,c_higg
546,ZH47,ZH,47,Sternenberg,179,711500,249300,47.38509,8.91532,350,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_glaufe / c_gloffe,c_goo,c_higg
547,ZH48,ZH,48,Steg,114,713400,246200,47.35689,8.9397,2501,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_glaufe,c_goo,c_higg
548,ZH49,ZH,49,Hedingen,5,676400,239000,47.29746,8.44877,3734,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
549,ZH50,ZH,50,Mettmenstetten,9,677600,233000,47.24336,8.4636,5094,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
550,ZH51,ZH,51,Aeugst,1,679300,235700,47.26744,8.48653,1982,c_ä_übof,NA,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
551,ZH52,ZH,52,Kappel,6,682400,231300,47.22749,8.52668,1157,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
552,ZH53,ZH,53,Langnau,136,683400,238100,47.28852,8.54114,7547,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz / c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
553,ZH54,ZH,54,Kilchberg,135,683400,241300,47.3173,8.54174,8858,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz / c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
554,ZH55,ZH,55,Horgen,133,687800,234900,47.25917,8.59868,22665,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
555,ZH56,ZH,56,Wadenswil,142,693400,231600,47.22872,8.67197,21621,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz / c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
556,ZH57,ZH,57,Hutten,134,692700,225600,47.17486,8.66149,888,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz / c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
557,ZH58,ZH,58,Kusnacht,154,686600,241300,47.31688,8.58406,14397,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
558,ZH59,ZH,59,Meilen,156,691300,236100,47.26949,8.64516,14220,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
559,ZH60,ZH,60,Stafa,158,697000,233000,47.24079,8.7198,14497,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
560,ZH61,ZH,61,Egg_Esslingen,192,694700,239600,47.30048,8.69082,8598,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
561,ZH62,ZH,62,Oetwil,157,697000,236300,47.27047,8.72051,4817,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
562,ZH63,ZH,63,Grut,115,699600,240400,47.30696,8.75577,10222,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_higg
563,ZH64,ZH,64,Bubikon,112,704400,236300,47.26934,8.81829,7334,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
564,ZH65,ZH,65,Hinwil,117,706400,239800,47.3005,8.84554,11138,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_glaufe / c_gloffe,c_gaa,c_higg
565,ZH66,ZH,66,Wald,120,711700,237200,47.27624,8.91496,9949,c_ä_übof,NA,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_higg
